ID,GSM1489980,GSM1489981,GSM1489982,GSM1489983,GSM1489984,GSM1489985,GSM1489986,GSM1489987,GSM1489988,GSM1489989,GSM1489990,GSM1489991,GSM1489992,GSM1489993,GSM1489994,GSM1489995,GSM1489996,GSM1489997,GSM1489998,GSM1489999,GSM1490000,GSM1490001,GSM1490002,GSM1490003,GSM1490005,GSM1490006,GSM1490007,GSM1490008,GSM1490009,GSM1490010,GSM1490011,GSM1490012,GSM1490013,GSM1490014,GSM1490015
LINCR,-0.226958394,-0.049467433,0.383289248,0.151753485,-0.092796639,-0.182801604,0.023564292,-0.075598679,-0.202115253,-0.251268804,0.22346057,-0.379351974,-0.02029567,0.170572549,-0.350870639,-0.406030089,-0.031706449,0.011378078,-0.218105838,0.058195334,-1.314413905,0.138347626,0.003077404,0.151670396,0.026817368,-0.065424018,-0.310088784,-0.195815161,-0.014300629,-0.272636354,-0.090592064,-0.086301759,-0.060303248,0.219615579,-0.394107252
CACNA1F,0.766945362,-0.121215068,-0.022079796,0.127504542,0.528510392,-1.374318242,-0.445723295,-0.345055699,0.441063136,-0.848533154,-1.137579918,-1.705702662,-0.27477628,0.264400661,-0.52026552,0.976067543,0.242561296,-0.207345754,-0.5383901,-0.323228896,-0.844945908,0.917415917,0.241073474,0.760546923,-0.246441305,0.567504764,2.637497902,0.650845706,0.329918414,-0.625882745,-0.083091572,0.369710684,0.427967995,-0.190913543,1.294731617
CACNA1I,0.290942162,0.002967119,-0.250877857,0.290724695,-0.391167343,-1.951878667,0.046028636,-0.157911181,0.047204651,0.023300314,-0.434986353,-0.724022448,-0.192978948,0.25065276,0.414625376,0.40375182,0.433912516,0.688915193,0.394567698,-0.681466937,-0.729480088,0.389203608,0.192799598,0.244680122,0.168536663,0.276723683,-0.258222997,0.302346438,0.84214431,-0.367706805,0.120059744,0.349315435,0.916176021,0.837102354,0.049926549
PHTF2,0.112931173,-0.250456978,0.053716543,-0.631317899,0.587677095,-0.393709339,-0.507950984,-0.03162802,-0.442046978,-0.526024245,-0.402895376,-0.231823344,-0.290388713,-0.205416028,0.125977286,-0.20835482,0.244791457,0.155564658,-0.262499649,-0.59689207,0.288580483,-0.00814762,-0.237928309,0.112967774,-0.069330793,0.150914535,-0.319484296,-0.211777661,-0.427055922,0,-0.636952657,-0.48573022,-0.087025557,-0.25761686,-0.482125789
XPA,0.426530026,0.318110242,0.009858189,-0.130682147,0.483955656,0.447752834,0.203886149,0.141612719,0.403495629,0.178555801,0.211055286,0,0.234617014,-0.142277392,0,0.003584704,0.079978273,0.258503614,0.467140913,0.307574094,1.041334758,-0.140272306,0.313991659,0.313020677,0.228149217,0.486708527,0.442669263,0.003966078,0.17665134,0.165555455,0.163880821,0.210084628,0.346183777,0.29968332,0.027636174
SCRG1,0.009118535,0.486014187,1.213210225,0.395435333,-0.04672724,1.155744195,0.557292759,0.633505881,0.059078418,0.024938092,-0.0534692,0.790577233,0.064381607,-0.687737942,0.449045777,-0.285465449,0.186711624,0.120316833,0.630303502,0.999864101,-0.031954166,0.258301109,-0.086480983,-0.282914013,-0.406401128,-0.118696898,0.573422074,-0.263985276,-0.335645884,0.624812782,0.11173588,0.316007406,-0.203255966,-0.471121162,0.248709843
SCRT1,0.032242425,0,-1.716850638,0,-1.617777586,-2.56019783,-0.68488735,-0.260883778,-0.832136393,-2.20657897,-0.729144573,0,-0.264136374,0,0.071573205,0.361895412,-0.286518633,-0.603746712,-0.983911097,-0.473435163,-1.301400065,-0.506826758,-0.667149186,0,-0.405415386,-0.084067918,-0.980784953,-0.098424755,-0.093235448,0,0,-0.439064205,0,0,-0.331897914
ZNFN1A4,0.801671505,-0.907703102,-0.678193867,1.369134068,1.362141371,1.408079147,0.569082797,0.792182267,1.065116048,0.616672575,-0.27838102,0,0.591943681,0,0,0,1.055640697,1.377169013,1.314072967,1.52100265,-0.115978107,0.458550781,2.102148771,2.293679714,1.117265344,1.560054183,0.241030619,1.928894401,1.780497432,2.103350163,1.439470887,1.398831725,2.165294886,0.863798976,0
ZNFN1A1,-1.107996345,-3.623707771,-0.333770692,-2.944171906,-2.08330512,-1.540858746,-2.380356312,-1.661732078,-1.760189772,-2.060082912,-1.049677491,-3.552248001,-0.663162231,-0.449967772,-1.686010122,-0.614896119,-1.844722867,-2.130917788,-2.943993568,-3.338992357,-1.378587246,-2.471034527,-2.179543018,-2.40267086,-2.35207653,-1.641980529,-1.199906826,-2.450588703,-2.007564545,-1.497332096,-2.311654806,-2.849280834,-1.666649461,-2.318702459,0
SCRN3,-0.298229694,-0.087599151,0.327830166,-0.125837639,-0.200344503,-0.566624701,-0.197716519,-0.297818422,-0.253764391,-0.147618279,0.147892743,-1.114708662,-0.057778459,0.067778848,-0.692487478,-0.40506345,-0.058851685,-0.552057743,-1.001065135,2.95E-04,-1.38771224,0.080379568,-0.076203056,-0.304901868,-0.056084845,0.244632006,-0.516676605,0.14210403,-0.330886513,-0.603924036,-0.192238793,0.158740401,-0.024828406,0.360581249,0.281973034
GFM2,-0.209692284,-0.78428036,-1.835285544,-1.412693501,-1.057261825,-1.69245708,-0.285709083,-0.033370219,-0.117496945,-0.416375101,-1.290499687,-2.640681982,-0.127519757,-0.908284783,0.815650105,0.307828456,-9.41E-04,0.202391014,-0.944622517,-0.685058236,-2.422687769,-1.143147469,0.19594416,0.077518113,-0.212595329,0.136849523,-0.805970907,-0.085088715,0.520006359,-0.2967861,-0.309994698,-0.169357762,-0.88553977,-0.649104059,-0.615393698
LIMD1,-0.004669384,-0.022264779,0.49761799,0.452972472,0.073153868,-0.226850659,-0.272898346,-0.312699511,-0.554556914,-0.217547715,-0.078698911,0.350416139,0.072229137,0,0,0,0.001886751,-0.307129145,0.42829971,0,0,0.100241778,-0.242728122,-0.194644026,0.079204388,-0.246935571,0,0,0.1420937,0,0,-0.345746741,-0.513014868,0,0
LIMD2,0.127572238,0.531100452,0.151861757,1.034609795,0.725089848,1.104162335,0.973328412,-0.175030768,0.713609159,0.625709414,-0.004963044,-0.077037074,0.191114649,0.64648515,-0.834333718,-0.340452343,0.610295057,-0.207495123,-0.271558791,0.211832032,-1.74941659,0.482035995,0.276061445,0.106771164,0.448524892,0.355775058,-0.094971254,0.664663076,-0.465254933,0.32319805,0.156214967,0.386711508,-0.792599618,-0.109689377,-0.034001589
SH3PXD2A,-0.80235213,0.218477428,1.280994415,-0.963331372,-0.983424187,0.958106577,-0.76660654,0.123708971,-0.758626402,0.782917679,0.739203274,0.983627655,-1.438524187,-0.667201519,-0.466476098,-0.096430466,-0.04397263,-0.382428854,0.691341117,-0.871325448,3.319021702,-0.147425002,-0.639074739,-0.026703,0.394441008,-0.150460512,1.921943486,-0.144709433,-0.123776119,0.554907642,-0.015376747,-0.09252966,-0.33487466,-0.428056032,-0.256059021
SH3PXD2B,0.48372066,0.696774065,0.350710988,0.793310344,0.316754133,0.914254606,0.483321428,0.723385453,0.973852456,0.634364069,1.102895737,-0.486952782,0.309586287,2.855559111,0.18103154,0.594796181,1.477003455,0.37377277,0.48826164,1.025635719,-1.371601939,1.95517993,1.108047605,1.107443452,1.32792902,0.730149269,0,0,1.017307281,1.230251431,1.886668205,1.241392732,0.061416529,0,0.408543766
LIMA1,-0.170921817,1.199108243,0.7026788,1.057213783,-0.275146425,-0.218446538,0.188597783,-0.469230145,0.198938951,0.154131547,1.896968007,-1.890420794,-0.166311368,2.913268328,-0.487765819,1.136334419,1.10016191,-0.353458405,0.883560956,0.227574229,-0.631316245,1.962337494,0.930300176,-0.500944197,1.335044503,0.559376299,0.167768225,0.491120487,-0.583792329,-0.654682755,1.02768743,0.45811072,-0.160202086,-0.290941119,0.621658921
APBB1,1.069497943,0.367791206,-1.627232313,0.87568903,1.2407161,0.402350873,1.373740792,1.355552554,1.883600354,-0.071194626,0.141327649,0,1.480522156,1.195232749,1.544484496,1.257123232,1.207215905,1.740563631,0.198632047,0.419461101,-1.413969994,0.394717872,1.682122827,0.947973609,0.293118596,1.237428546,1.489167929,1.567277908,1.870785356,1.103979707,1.14180994,1.332202077,2.017814636,1.9877491,1.411160231
APBB3,-0.547322571,-0.794309139,-0.262206227,-0.220070288,-0.708929002,-0.786569536,-0.231750891,-0.475227118,-0.35103181,-1.003140569,-0.843352258,-1.771788001,-0.724240899,-0.799439132,-0.258348823,0.135764331,-0.626588762,0.501445413,-0.614391565,-1.040330052,-2.215393543,-0.239582285,-0.433723688,-0.604438424,-0.869678974,-0.549396217,-0.780592144,-0.861270964,-0.183930144,-0.884023309,-0.580391586,-0.920326233,-0.947493315,-0.888691545,-1.137765408
SORBS2,0.118013146,0.213849701,0,-0.122522336,0.673666664,0.813272596,0.1611088,-4.74E-04,0.47337591,0.136737943,0.524127357,0.044112116,0.172116295,0.068884388,-0.05040041,-0.12374853,0.080669362,0.309895567,0.367656181,0.406844087,0.876074329,0,-0.006390013,-0.077584859,0.446743995,0.20927293,0.330791199,-0.137575437,-0.115407713,0.445744656,0.438845583,0.06550707,0,0.071935762,-0.051184332
SORBS1,0.417624228,0.497540831,0.325135716,0.180856731,0.061319023,0.386548016,0.460205899,0.394378081,0.193809781,0.707373343,0.398339722,1.292816231,-0.192065599,0,0.198536747,-0.039505615,0.138598506,0.157608401,0.581129156,0.532808626,1.383059302,0.328105436,0.181708759,0.040412761,0.533685033,-0.185735762,1.232192095,0.047039959,0.174058753,0,0,0.040870631,0.387977034,0,-0.282539567
APBA3,-0.027668282,-1.48790741,-0.371156857,0,0,-0.722677171,-0.670843408,-0.287982613,-0.31159465,-0.577575311,-0.119674385,0,0.013245181,0,-0.059209904,0,-0.312662199,-0.768820912,-0.887207687,-0.697116911,-0.329953879,-0.43382673,-0.466059074,-0.696517587,-0.371290527,-0.060156983,-0.713869118,-0.147983388,-0.1170919,0,0,-0.624129429,-0.192626178,0,0
APBA2,-0.763019145,-1.026298881,-0.86808753,-1.164863825,-1.043684006,-1.831502676,-1.355226636,-1.028233409,-0.403176308,-1.342266202,-0.560015738,-1.112164855,-1.035597086,-0.213930205,-0.90033865,-0.332109362,-0.487416327,-0.27901721,-2.070372581,-1.275770187,-0.72547102,-0.631826937,-0.382593364,-1.067398667,-1.46730423,-1.843442798,-1.48444891,-0.245940402,-1.501072884,-2.011049747,-1.799563289,-0.781203628,-1.765744567,-1.518376231,-0.801155627
LIMK2,1.044610143,-0.277633816,0.151873767,1.221989274,0.913765192,0.722400129,0.848254085,0.443373233,0.24542515,0.354129136,1.133678079,-0.291172743,1.014371991,0.865481496,0,0.310009569,0.851892829,0.941876531,0.081925593,1.124056101,-0.497384697,0.263048738,0.144917563,-0.101470262,0.417130351,0.701666594,0.03639387,0.693055809,0.757973731,0.904560745,0.520631135,0.747631609,0.79218179,0.748181045,0
B3GALT2,1.281930447,2.639051199,0,1.052176118,2.480064392,2.725509644,0.265328139,2.315057278,2.029037237,4.018283367,0.282298148,1.657648683,0.961731136,0,1.890233159,0.991666198,1.602734327,3.154100418,2.966754198,1.54209733,2.263557911,1.454982638,1.469395518,4.4928689,3.513729334,0,1.315137863,0.808751702,6.559517384,0,0,3.390313387,7.666030407,0,0
GGA2,-0.354697943,0.431119233,0.337741673,-0.201983482,0.006458264,0.148325771,0.416161001,0.345155984,0.113155656,-0.376494676,-0.441154003,-0.997156441,0.035665788,-0.460003376,0.522381723,0.468859345,0.023016861,0.214008361,-0.055532552,0.032976069,-2.302079439,-0.488371998,-0.25009352,-0.427802294,-0.27107808,-0.117165715,-0.094073042,0.188930228,0.006022027,0.073193662,0.082983613,0.043189056,-0.1525231,0.41046381,0.488287061
ATRNL1,0.653897345,-0.810518324,-2.409821033,0.307633251,-0.345043033,-2.628548861,-0.279772907,-0.087092862,-0.348929018,-2.882184505,-3.077204227,-1.014894605,0.372570276,-0.495760828,0,0.729756176,0.832964838,-0.616175711,-0.286564499,-0.817173719,-2.082004309,0.272160858,-0.774663866,0.551643014,-0.217118606,0.874039412,-0.925969601,-0.536343932,0.377593189,-0.947872758,-0.432501465,-0.801169813,-0.5303877,-0.66757071,0
RPL22L1,-0.149069205,-0.839762866,-0.742789924,-0.849363327,-0.63759625,-0.704674304,-0.512587368,0.079977833,-0.447514921,-0.148089126,-0.363581061,0.866503298,0.081356145,-0.988799155,-0.465228438,-0.16626057,-0.345180601,-0.753867745,0.157071188,-0.841832995,2.634201527,-0.596528471,0.324607313,-0.997113883,-0.646419644,-0.380567789,0.789868116,-0.69999373,-0.088188209,-0.372659057,-0.688222289,-0.350674748,0.198610216,-0.93354398,-0.676537097
YY1,0.912299097,0.582223594,-0.198478505,0.183725461,-0.569238842,1.726193905,0.468327284,0.18646197,0.592575312,-0.061376903,-0.396907747,-0.29426977,0.328628331,-0.23021239,-0.044727165,0.426084489,0.348220408,1.133844733,0.20694916,0.178571507,-1.413655519,0.604364216,0.704593301,0.818674624,0.127507478,0.616671324,-0.394830376,0.178363904,0.332557559,0.758209884,0.353299737,0.538963377,-0.056205701,0.606497407,-0.038709234
GGCX,-0.157267481,0.022745471,0.853349745,0.419232339,0.347277999,0.235058054,-0.089204483,-0.375687063,-0.626352906,0.1943423,0.341468722,1.218353271,-0.084395446,0.147593051,-0.067718342,-0.275079519,-0.375267506,-0.487346739,-0.379291207,-0.19514212,2.620873451,-0.08106485,-0.535533607,-0.326574177,-0.336392403,0.04967162,0.072805859,0.089236923,0.298256189,-0.262653619,-0.236197427,-0.019023595,-0.395830542,0.375207245,-0.267273962
RQCD1,1.032304525,-1.767517805,-0.975172043,0.494666874,0.060356162,-3.450499296,-0.318499476,-0.265511453,-0.220464095,-1.281457543,-1.185771823,-1.899715781,0.005821147,-0.228030011,0.251002699,0.552342176,-0.454038113,0.411444336,-1.513020873,-0.807092726,-1.690542698,-0.41492027,-0.096971199,0.512546062,-0.739752352,0.311414272,-1.748140931,0.244383544,0.733415544,-2.488324404,-1.180281162,-0.496789485,-0.13776058,0.484406531,-0.663761795
ZAK,-0.254809181,-0.515535582,0.063937698,0.081560685,0.213695762,-0.952744839,0.078698168,-0.416021831,-0.36964642,0.102710438,0.591748789,-0.906646351,-0.145320088,0.988220652,-0.262916801,0.493267258,0.400254031,-0.277195096,-0.489266937,0.43715555,-0.070423683,0.873989572,-0.119842882,-0.099949273,0.575129247,-0.264533072,-0.447334647,0.079868613,-0.112774084,-0.485812773,-0.178570999,0.057451498,-0.107643753,0.216674622,0.121225638
ZFR,0.233606972,0.33596988,-0.516534448,-0.137649999,0.170086816,-1.183013737,0.224462226,0.342366546,0.268881835,-0.10593579,-0.598122626,-0.690821166,-0.241313599,-0.588941044,0.679927752,-0.057372629,0.368852612,0.831207186,0.387463503,0.055236554,-1.665008724,0.315925673,0.810161502,0.642707795,0.044308454,0.216008515,-0.190842338,0.262692167,0.242898464,0.313008949,0.554567322,0.549145341,0.691615135,0.515142262,-0.123805335
SORCS1,0.728903413,0,0,0.720994234,1.683889747,-0.575020611,1.057839155,1.95662725,1.040140867,2.092192173,-0.3225317,-0.959344923,0.477625936,0.374180645,0,0,0.410659283,0.7267977,0.308288366,-0.220949247,0.287649095,0.406113207,1.30695653,1.709698677,1.062539935,1.843824744,2.467174053,1.739230156,1.5080055,1.710719824,0,0.098955251,2.216899157,2.572343826,0
SORCS3,-0.273073494,0,0,-0.342247277,0.185216784,0,-0.158583149,-0.114410982,0,0,-0.11616262,0,0.315707713,0,-0.172298864,0.120771661,0.147169173,-0.046901144,0.18265529,0.290084213,0,0.306252569,0.069019184,-0.138087645,0.075132661,0.196854427,0.855099916,0.155013636,0.065505788,0.066611037,0.070955053,0.138108015,0.088913701,0,0
SORCS2,0.169770867,2.227557898,2.564562559,1.281625628,0.280746549,0.265550971,1.293626904,0.461963147,1.136160612,1.783199549,3.535561323,0.822230875,0.254283547,2.556133509,0.934054911,0.054476168,1.231547832,0.564371347,0.692636371,1.161864996,0.204000011,1.472336054,0.683502555,0.700069189,2.349012375,2.004607916,0.73848474,0.603920341,0.75829792,0.838563025,0.849712729,1.242613792,0.947095692,0.546532989,0
ZFX,1.102765918,0.718882144,-0.123363823,1.401506931,1.362877011,1.102104143,1.217361868,0.911886454,1.426939667,1.795886099,0.387234249,-0.233712911,1.077837706,0.840248972,0.432636973,0.542036742,0.432364628,0.731026918,0.13833067,1.544397652,-0.68260175,0.684241504,1.158946693,1.049062729,0.655091822,0.080147118,-0.726373345,1.134645701,0.66188541,1.015951976,0.817611218,0.516315833,0.699434713,0.981245965,0.307350829
GGT1,0.250928313,0.008821011,-0.482365117,-0.718751222,-0.368257748,0.420890697,-0.028022036,0.092469849,-0.69638288,-0.194102712,-0.459649726,-0.050198555,-0.148860008,0,-0.538242758,-0.045639306,0.3883637,-0.172885366,0.303233085,0.192605726,0.501015187,-0.742109418,-0.888831347,-0.762097806,-0.49953568,-0.263912715,0.21867323,0.040542737,-0.650371417,-0.157022409,-0.603916593,-0.252106458,0,0,0
GGT2,0.027652221,-2.182430506,-2.596712351,-0.889465988,-1.16140759,0.148746535,0.873519719,-1.160641074,0.218684882,-1.56526041,-1.196349144,-1.16742599,0.600446224,-2.083749533,-1.532074213,-0.636922956,-0.380129606,-1.78942275,-0.788109004,0.301502705,-0.633089781,-1.593985677,-1.20270586,-1.349416852,-0.33560136,-0.850465894,-1.602416635,-1.414942503,0.221655041,-1.163161755,2.328365326,-2.086027145,-0.622089386,-1.030140281,0.377976
LIPL3,0.315693349,1.050485373,2.470156193,0.425393045,0.554556251,0,0.102078229,0.510875225,1.332500219,1.09435904,0.249855161,0,0.279756397,0.718381107,-0.08592324,0.048984904,0.179539636,0.137597173,0.034078524,0.338755757,0,0.102669612,0.1043946,0.092475407,-0.072893642,0.770145714,0.786284328,-0.059196979,-0.348328143,0.239981517,0,-0.018014083,0,0,-0.80277133
MDS025,-0.805252075,-0.34134233,-0.272895336,-0.07440903,-0.493145227,-1.847930551,-0.301092714,-0.148032755,0.350785792,-0.764471471,-0.426854551,-1.811449289,-0.319661021,-0.240076184,0.067425936,-0.150035828,0.126770779,-0.042665303,-0.155999497,-0.632990062,-2.13262248,0.191838115,0.116294287,-0.054711178,-0.195293665,-0.19231984,-0.654788792,-0.314651728,-0.309481472,-0.99854815,-0.130265802,-0.581381261,0.616832256,0.55464828,-0.264627337
LGALS13,0.256735653,0,0.13436386,0.707519829,0.798537314,0.358038872,0.166391566,0.128561378,0.219932169,0.59884429,1.534806967,0.318710744,0.577100694,0,-0.012608384,0.173649728,0.622917771,0.595401525,0.271147519,0.47287029,0.565640628,1.276693344,0.686671317,1.591725469,0.585661173,0.956968188,-0.137675449,0.413887143,1.06703341,0.859829068,0,1.134340405,1.635735869,0.872482836,0.131502494
MDS032,-0.241527438,-1.060303807,-1.454106331,-1.341006756,-1.425692081,-1.70408988,-0.770707846,-0.561534345,-0.309111536,-1.184140325,-0.496922821,-3.118654013,-0.031856477,-0.168531105,0.309841603,0.144448027,-0.240757167,-0.122180194,-0.91724807,-0.526768804,-1.232298374,-0.040346306,-0.702281475,-0.271983385,-0.324463487,0.112968296,-0.485088289,-0.310172588,0.249394029,-0.656665921,-0.346666574,-0.148798943,0.499183416,-0.018815607,-0.725616038
LINS1,0.30596453,-0.56978947,-0.828816772,0.082395442,0.550901875,-0.461380005,-0.005622685,-0.010069221,0.548573882,-1.011181697,-0.255375959,0,0.048707473,0.819922596,0.529029355,0.670603663,0.092578046,0.586982295,-0.733471811,0,0,0.117057455,0.279784329,0.659804792,-0.230770178,0.275398553,0,0,0.022194931,0,0,0.569248229,0,0.307073709,0
INOC1,0.075654387,-0.205157369,-0.246951938,0.102980277,-0.247748554,0.139663607,0.040703908,-0.055393748,0.182493426,-0.070405096,0.032336369,0.898852169,-0.031481269,-0.371592462,0.109877423,0,-0.178494469,0.140568607,0.386998058,0.247120924,1.495786459,0.15000695,0.101772469,0,0.175619425,0.17138112,0.717959255,-0.089993164,0,0.196020127,-0.061459981,-0.050010674,-0.049736636,0.047982017,-0.128554685
GHRL,1.480228662,0.037429288,1.036399961,2.534649611,0,0,0.999070048,1.987822533,4.854810238,1.82666254,0,1.956658006,0.718033016,0.278730512,1.500093341,-0.643676102,1.235054374,2.866057634,1.226335287,0.792679965,0.695645809,-0.168144375,3.064675808,1.016520977,0.9922207,0.419831663,-0.478814065,0.302961797,1.563944697,1.923076391,-0.43255353,0.030390883,1.546756744,2.45911622,0
PPARBP,0.020673988,0.318078965,-0.530416548,-0.005402631,0.08151491,-0.475959182,-0.083838001,-0.127356663,0.156499043,-0.003493955,-0.497584552,-1.072020531,-0.381295532,-0.096952274,0.018381603,0.113914087,-0.286408305,0.075326875,-0.329191953,0,-1.770270228,0.087208673,0.145637557,-0.279885381,0.259423703,-0.215010077,-1.56972003,0.333341926,0.500180364,-0.628310621,0.276986122,0.495929062,0.208705515,0.51472497,-0.208252013
ULBP2,-1.206634164,0,-0.841675997,-1.775390267,-1.468801618,-2.114599466,-0.929722905,-1.926849842,-2.25043273,0,-0.955386937,0,-0.848026514,-1.537665606,-0.612366438,-0.429444462,-0.591436446,-1.537034512,-2.015942335,-2.135767937,-1.610274553,-2.039320707,-1.085013866,-1.217894316,-1.480752707,-1.590813756,-0.523237407,-1.661011219,-0.949593067,-2.506224155,0,-2.078103065,-1.44379127,-2.126854897,-1.235376596
SUHW4,-0.140815255,0.861916945,0.642352044,0.863620446,0.078858674,0.68898207,0.671102457,0.143238582,0.615399041,0.89810589,0.622547642,0,0.05081214,0,0.299611904,0.032097876,0.440326467,0.136242569,0.074673526,0.870528907,0,0.700837016,-0.020350948,0.17196584,0.59194687,-0.036244273,0.40929332,0.103767857,-0.252546631,0,-0.426593587,0.355757158,0,0,0
APEX2,-0.207475662,0.907539725,1.097049236,-0.269972384,-0.379700303,0.930125415,0.698240221,0.172369257,0.292627066,1.256015897,0.813969672,2.725785732,-0.147473186,-0.093457334,-0.423834354,0.096977569,0.217567414,-0.102002695,1.147354722,0.376204997,5.165700436,-0.001044423,0.127261743,0.447211921,-0.182026401,-0.080645137,2.33215332,0.137037948,0.163527951,0.544706881,-0.034176752,0.256631583,0.180493101,-0.189756751,0.369582474
APEX1,2.492030621,-1.168453217,-0.931506097,0.188253596,-0.890516937,-1.374783397,0.495646089,0.732844353,0.637659371,-0.74386853,-0.967053354,-0.527020931,-0.488667995,-0.113455683,1.150432587,1.489464164,0.758167267,0.876607955,-0.458449632,-0.630389929,-2.68675828,-0.294220477,0.703195035,0.111760661,-0.389688104,0.494782507,-1.04247129,-0.128571555,0.225498661,-0.449027568,0.764289021,0.730717897,-0.196012497,0.374822915,1.036779881
GIT1,-0.479232669,0.693403482,0.668257475,-0.998422205,-1.286691546,0.640362978,-0.138635769,-0.027412266,-0.422712654,1.055971146,0.582292199,1.591590285,-0.18616654,-1.083699465,0.317401201,0,-0.197460532,-0.375483453,1.009158731,-0.225788429,4.395855904,-0.579214931,-0.315115452,-0.549759865,0.030872278,-0.574512124,2.365736008,-0.314141959,0.157695383,0.350128442,0.373977065,0.037634607,-0.793657005,-1.156154752,-0.578506708
GIT2,-0.222536951,0.665846944,0.771194935,1.100533247,7.67E-04,0.042979136,0.511148691,-0.084875785,0.285286188,0.731920063,0.841614306,-1.108521461,-0.006861228,1.354417324,-0.348969489,0.277015567,0.652864218,-0.16260767,-0.146741003,0.388406664,-0.731892645,1.057013988,-0.177137822,-0.086181536,0.890749395,0.180928469,-0.147617579,0.5060938,-0.334713668,0.127736434,0.401230723,0.163413674,0.40533331,0.014487534,0.729805529
GJA5,0.914743185,0.114111096,0.939045608,0.949090838,1.165201664,0.308187127,0.733752072,0.676903725,0.985519171,1.706308842,1.681250453,0,1.045815706,3.924125433,0.566580296,0.544719875,0.905904353,1.269842148,0.875216663,0.908613384,0.853950202,1.535312772,1.324844241,1.629791498,2.279777288,0.9280653,0.783438325,2.957534552,0.844859183,0.849936485,0,0.233180881,0.16795966,0.942567468,0.794201374
GJA4,-0.003063585,-0.538839221,0.637753308,-0.506040871,-1.392734528,-2.012176752,-0.525581181,-0.28623414,-0.709011197,-1.404225111,-0.463643789,-3.38964653,0.00120073,0.896811664,0.292064607,-0.423191756,0.427225858,0.176908791,-1.208954811,-0.518469214,-1.632300377,0.844221413,-0.232359543,-0.218122184,0.405549794,0.246337369,-0.820072174,-0.052199215,0.571269155,-0.701943219,-0.3872329,0.034248892,-1.049900055,-0.458057553,1.155377507
LIPT1,0.186688781,-0.401014835,-0.438689619,0.308271557,0.354487419,-1.331221223,-0.06421683,-0.01818414,0.734664023,-0.064522021,-0.619260132,-0.254696488,0.163418368,0.663955092,0.01192436,0.806947827,-0.082821675,-0.071730427,-0.627444863,0.513812542,0.16262497,0.389411688,0.36244756,-0.26113832,0.231042519,0.137141258,-0.632521331,0.215524882,0.079268627,-0.474121153,-0.234764844,0.221746907,1.417080641,0.670882404,0.662462592
GJB3,-0.133271411,0,0,-0.834153235,-0.066620372,-0.821811259,-0.450992584,-0.06022878,-0.12906912,0,-0.182783395,0,-0.087755255,0.496117383,0,0.325384349,-0.098378897,-0.436822683,-0.622794151,-0.475487947,0.422171503,-0.3431741,-0.231815517,-0.017821006,-0.341515213,0.006260817,-0.235728294,-0.07025288,0.193674326,-0.567207932,0,-0.658264518,0.055511344,0.193411991,0.207412422
SPTY2D1,0.103246105,0.144896736,0.223488107,0.054542775,-0.235166192,0.131988386,0.036825709,-0.003689685,0.054982824,0.005265145,0.314099148,1.231057147,0.026268371,0.120512932,-0.076090486,-0.197521428,-0.199983418,-0.104975757,0.193571332,-0.211135971,1.716818194,0.137459032,0.015112775,-0.001934093,-0.065340144,-0.075600806,0.47199893,-0.104677214,0.023365533,-0.196054334,-0.153046879,0.015482051,0.294924555,-0.056255385,-0.160915852
NPEPPS,-0.0918421,0.506985605,-0.643411994,1.004064441,0.444570422,0.470932811,-0.075950116,0.437669188,0.412188321,0.055633333,-0.620952427,-0.793211162,0.492964119,0.152149394,0.262909442,0.309618652,-0.040429834,0.5660097,0.49013418,0.44786498,-2.078475952,0.320582002,0.532341301,-0.448643684,0.301344126,0.232134044,0.128657445,0.542191505,0.924209356,0.447078496,0.30823949,0.293473452,0.141372144,0.314203858,0.283014774
NPEPL1,-1.281566143,-1.150646687,-0.469276577,-1.679514885,-1.792683721,-0.363602877,-0.620722115,-1.272693872,-1.767229915,-2.212037563,-0.737957001,-1.286871314,-0.485705227,-1.010113001,-0.509970784,-0.76870656,-1.299197316,-1.083614707,-0.696139693,-1.710534334,-1.964880466,-0.268804789,-0.891563594,-1.102053285,-1.241026878,-1.884053111,-1.562947392,-0.891063094,-0.73731482,-0.270125329,-0.738578439,-1.207955599,-1.074561,0,-0.66935426
SPECC1,0.860883326,1.166452706,0.692754984,0.406125352,1.307890132,1.206711769,1.151995644,0.530966574,0.62900798,0,0.898685455,1.288947939,0.528273411,0,0.17520484,-0.448166296,0.386457572,0.464909874,0.873451561,0.880703628,1.451144844,0.169444181,0.452286199,0,0.797535017,0.667162955,0.830733686,0.624786049,0.492979735,0,0,0.539853104,0,0,1.324059651
TSGA10,0.449028134,-0.490869939,-0.416634142,0.705081105,0.52833432,0.12020351,0.057214543,0.1385701,-0.003824898,-0.6504758,-1.049208522,0.003569397,0.500025928,-0.698943138,0.380030572,0.250833988,-0.037336428,0.023951732,-0.289905578,-0.781256258,1.266248822,-0.392832994,-0.330266327,-0.627677143,-0.661247253,0.172494814,-0.697217643,0.047179192,0.360177368,-0.109816104,-0.18745774,-0.091393545,0.290812612,0.122376852,-0.042122278
