ID,GSM1489980,GSM1489981,GSM1489982,GSM1489983,GSM1489984,GSM1489985,GSM1489986,GSM1489987,GSM1489988,GSM1489989,GSM1489990,GSM1489991,GSM1489992,GSM1489993,GSM1489994,GSM1489995,GSM1489996,GSM1489997,GSM1489998,GSM1489999,GSM1490000,GSM1490001,GSM1490002,GSM1490003,GSM1490005,GSM1490006,GSM1490007,GSM1490008,GSM1490009,GSM1490010,GSM1490011,GSM1490012,GSM1490013,GSM1490014,GSM1490015
FOLR1,0,0,0.54774487,0,0,-0.409694523,-0.282817453,-0.124324612,0,0,0,-0.779329062,0.748518825,0.450698376,-0.105312757,0,0.369606823,0.012945497,-1.161019206,-0.518685162,-1.38551724,-0.445841759,-0.51616168,-0.025076889,-0.279145509,0.233221725,-1.982757807,0.138039261,0.189968258,-0.759752035,-0.252428085,0.101087011,0.571275413,0.688327014,0
CDON,-0.658470094,1.764740944,-0.22287932,0.642129421,-1.234424472,-0.316819012,-0.761639655,-0.478684723,0.503479779,0.362093419,0.700786769,0.214180768,-0.667447746,0.60550642,-0.528060913,-0.308920354,1.019141316,0.728425026,0.253591061,-0.700386822,1.218219757,0.718600631,0.071249552,-0.075596206,0.768849373,0.70402509,-0.376370937,1.038726211,0.144258589,0.299446613,-0.32038492,0.548560679,0.16388531,0.327222973,0.247956336
CDS1,0.35329184,-1.902310729,-1.599973917,0.218207292,0.319784969,0,1.308478594,0.130220271,0.854667336,-0.074689239,-1.05747664,0.06517428,0.776556984,0,0.325548403,0.422988192,0.165404488,0.554488451,-0.593601555,0.813551963,-0.52031269,-0.474819139,0.787514776,0.421618924,-0.078273841,2.601363778,-0.355693922,0.357481979,0.59077093,0.171812028,0.099562233,0.13205277,0,0.296371576,2.111452341
CDR2,-0.402339041,0.692043364,1.206223607,0.359195501,0.241396129,1.672837138,0.47120434,0.095367134,0.084758908,0.963579059,0.912640095,3.050263643,-0.159591958,-0.76589036,0.07337033,-0.197707206,-0.269751579,-1.10E-04,1.065052986,0.173668548,4.497270107,-0.059019312,0.045482703,-0.022809716,0.051613864,-0.587381899,2.484497309,-0.208201319,-0.386113524,0.585866511,0.39896974,0.319052696,0,0.259111285,1.21612823
CDR1,-0.574726582,0.264973342,3.979553461,0.412271529,0.350726843,2.678952932,-0.758111179,0.43456611,-0.280256629,1.370709062,1.744388342,0.159075379,-0.344389081,0,-0.145600468,0.496558279,-0.129625142,0.254711568,-0.552515209,0,3.731078625,-0.062616467,-0.055749096,-0.647762835,-0.252459139,0.067850031,0.951205492,0,-0.333038002,-0.626254797,-1.163164496,0,0,0.021473743,-0.500141919
LOC284801,0.21066542,-0.984990835,0,0.249788433,0,0,-0.082245201,0.327542663,0,0.759923875,0,0,0.306315452,0.156684041,0.189432487,0.301044911,-0.008933894,0.067393541,0.227691159,0.086231314,0.847679019,-0.152276769,-0.302557975,-0.470240116,-0.018665837,-0.082279652,-0.403628767,0.216334909,0.007912094,-0.045947868,0.31936121,0.102978915,-0.046913408,0.233798414,0.170508564
CDX1,0.228171498,0.722395182,0.04441724,0.48874107,0.730887711,-1.718384504,-0.216215938,-0.177736357,-0.30099982,1.240108132,0.749905527,-2.045968056,0.082443051,1.694816709,-0.367552727,-0.050873198,1.651026607,-0.047069754,-0.085355565,1.613069415,-0.461837977,1.176474571,-0.185519069,0.865337074,0.513936639,0.359346926,-0.987240136,1.256189942,-0.500516534,-1.271045327,0.420647413,0.529037595,-0.015481975,-0.228963271,1.126327872
CDYL,-0.118965879,0.378443636,-0.392281935,0.859706223,0.508325138,-1.179658085,0.642630875,0.220457018,0.491370842,-0.736036241,-0.673141838,0,0.428510368,0.233722523,-0.184694052,-0.178294458,-0.136355311,0.138081849,-0.145397932,0.279498153,-0.692535862,0.097568946,0.248777956,-0.134467319,0.221341625,0.877591178,-0.342798292,-0.127855779,0.155631282,0,-0.088135359,0.423541919,0.259915911,0.093928464,0
ZNF198,0.524485238,0.646630466,-0.255260311,0.784989745,0,1.174980581,0.859561555,1.037618771,1.258068427,0.291432716,0.127388792,0.873858929,0.993356414,-0.325179629,0.732440516,0.21576656,0.173777909,2.41509816,1.025683609,0.605680928,0.34529382,0.431145406,1.227043703,0.4226893,1.018620596,0.69234097,0.366053733,0.645189435,0.74167306,1.37946225,1.020505585,0.5699572,1.006304055,0.718744166,1.0633411
ZNF197,-0.263191432,0.608542264,0.360311598,0.400804132,0.033630453,-0.285030454,-0.007664116,-0.156672373,0.110168025,0.07970348,-0.085491382,-0.494266927,-0.019082852,-0.077808723,-0.319294035,-0.286185771,-0.11850071,-0.179176748,-0.421627969,-0.257504374,-2.156284571,-0.120843932,-0.112568833,-0.034867611,-0.117267199,-0.365896761,-0.424166352,-0.333587021,-0.375201553,-0.491057813,-0.182413086,-0.217852637,-0.330329061,0.194508299,-0.01264748
ZNF195,0.444561094,-0.309180409,-1.020836473,0.318683088,0.620375931,2.013803959,0.093465887,0.198499277,0.321279705,-0.419092566,-0.402327299,-0.040170088,0.134604156,-0.960391104,0.506602228,0.344105929,0.083115719,0.530554116,0.384041131,0.141481787,-0.16201596,0.073067546,0.890486479,0.298892915,0.02271311,0.290255666,1.026556969,-0.36011824,0.217149243,0.815853417,0.160557613,0.467592359,0.265910804,0.176116318,0.924833894
ZNF193,0.988191485,-0.135739461,-0.351279706,0.620617926,0.334464639,0.590995073,0.520860374,0.857504249,1.508143425,0.491438836,0.209567621,-1.458270311,0.480209053,0.004349992,1.28173852,0.969373643,0.573150158,1.08908546,0.631870389,1.041200638,0.305278331,0.094795458,1.363080025,-0.122478962,0.187949345,1.212007761,0.64336586,0.67354244,1.215219855,0.939529359,2.192235708,0.614391506,1.034428477,0.233655587,1.880784631
ZNF192,0.724324226,-0.153709695,1.358388782,0.800427556,1.457842946,0.831610978,0.520020425,0.404132307,0.853989661,0.624078333,0.013264931,-1.075084925,0.629433095,1.191672206,0.279405415,-0.345943034,0.243769974,0.597823203,0.207679033,-0.308985174,-1.844120502,1.002781987,0.891845047,0.80461669,0.476546079,0.845639706,-0.591651261,0.603422582,0.647709548,0.965215206,0.581352413,-0.011646576,0.292055011,0.723997891,0
ZNF185,0.841809332,-0.276868612,-0.465008348,0.608830929,0.644256353,-0.318956792,0.502134621,0.453977019,0.712359428,0.536158979,0.197141632,-0.350854278,0.74571687,0.240606606,0.617355347,0.937307715,0.571572661,0.450858831,0.19660455,1.2588346,-1.058598161,0.446525812,0.992659271,0.500497043,0.87237674,1.065653682,-0.619812727,1.284794807,0.79014647,0.694207013,1.628966808,0.248177394,0.667364955,0.840894639,1.084770799
ZNF184,1.018223047,-0.361463934,-1.035773277,0.794103622,0.94407618,-0.753145158,0.418812245,0.77670753,1.321845651,-0.018743752,-0.999652267,-1.984260798,0.503466189,0.322750747,0.356420428,0.07998503,0.618757427,0.6088534,-0.245596424,1.051702857,-1.575355411,0.198032781,1.021131992,0.441290438,-0.421235681,0.75998491,-0.873421967,0.142530158,0.80359292,-0.331129164,0.732749164,1.057897687,0.714734674,0.491085023,0.534014463
ZNF182,0.514955103,0.780254364,0.277307898,1.174324632,1.93173337,1.339648604,2.516761065,1.054287195,1.53830111,1.477469802,0.928242862,0.771991789,1.181024194,0.763070464,1.256888866,1.042605877,0.786014438,1.191135049,0.926447928,1.233109236,1.41014111,0.438314766,1.219819665,0.674642563,0.34016186,1.771263361,1.414711237,0.80770731,0.690715194,1.778637171,1.260839939,0.640522003,1.440142155,1.602148414,1.302551985
GSTK1,-0.751115397,-1.140162178,0.482680693,-1.563674151,-1.357532442,-1.470501684,-1.200779558,-0.740433254,-1.123716057,-0.289203674,0.047362954,-0.402474433,-0.672834307,0.513435841,-0.320364004,-0.45621036,-0.101211332,-0.40696539,-0.770317644,-0.90253377,0.015316367,-0.239907172,-0.723438233,-1.071388185,-0.129667543,0.065520749,-0.063385844,-0.462747448,-0.62070591,-0.719428897,-0.78921542,-0.780007802,-0.682715118,0,-1.024862454
GSTM3,0.085006148,-0.992621779,-0.624717176,0.436993688,-1.345435381,-2.794496536,1.368700624,-1.096162081,-1.197691202,-0.283052087,-1.912202835,-2.75266099,-1.068790913,0,-0.589324296,-0.53514719,-0.370171696,-1.410673857,-1.847800374,-0.846688986,-2.106631041,-0.202114299,-2.031600952,-1.202314854,-1.894503713,-0.323487818,-0.500019372,-1.507422686,-0.531279385,0,0,-0.580314219,0,-1.700833797,-1.032648802
GSTO2,-1.014713049,-2.730382442,-0.539927125,-0.949816346,-0.157088161,-1.473489642,-1.182818532,-0.51481849,0.588194489,0.323269457,-1.594311357,-1.344125748,-0.589522243,-1.078879833,-0.147774637,-0.507572591,-0.760987222,-0.208116561,0.157410547,-1.445535779,-0.169350937,-1.675729036,1.194109082,-0.143655658,-0.973346233,-0.631562531,-0.134826735,0.995259583,-0.856351316,-0.293384254,-0.28439337,-1.253502369,-0.7071715,0.379775167,-0.883013666
GSTO1,-0.214989096,0,0.158974826,-0.772442913,-0.250284467,-1.148382783,-0.560108286,-0.479699731,-0.049560234,0,0.175231575,0,0.278550695,0.117741376,-0.535250746,-0.236232549,-0.220026478,-0.824853421,-0.948228538,-0.667031095,0,-0.013809443,-0.445048556,-0.497666225,0.094334295,-0.333927565,-1.532571316,-0.189642355,-0.001214593,-0.97107336,0,-0.587824132,0.01002349,-0.290292475,-0.418132939
ADAM20,0.710400701,-0.543132663,1.285337925,0.338662684,0.161783934,-0.151827782,-0.270991445,-0.046155684,0.074190669,-0.320937186,0.156643942,0.47332114,0.133077756,0.661938846,0.35058254,0.719300389,0.371002257,0.711815059,-1.097928882,-0.492263198,0.018308034,-0.217284635,0.164704233,-0.179768115,0.284267396,1.015642762,-0.055214141,0.518230736,0.348832309,-0.860463977,0,0.001534863,0.101355202,0.667352974,-0.18515785
ADAM33,-0.125332519,0.539279401,-0.118754886,-0.512832999,-0.759971142,0.496120155,0.002706233,-0.116396911,-0.359494537,-0.056617476,0.675634742,2.036424637,-0.424898446,2.428467274,0.134121135,-0.165399194,-0.108026624,-0.107575275,1.537523031,0.456416011,4.507733822,0.401978701,-0.407049268,-0.102665789,0.672672033,-0.215655342,2.370645046,-0.057876118,-0.306621045,0.477335781,0.11658261,0.004966508,-0.377177238,-0.517480433,-0.34968996
ADAM30,0.797898769,-1.577627182,-1.63882041,-0.391286433,0.212731853,-1.342109323,0.142836034,0.570142806,0.620428085,-1.381173611,-1.622460842,-1.560780644,0.064070717,-0.391507894,0.280143142,0.598433018,0.29595241,-0.499042064,-0.260913998,-0.001165689,0.550403655,-0.25131163,-0.05603949,-0.169586286,-0.323507518,-0.190975994,-0.129172295,0.23425594,0.070981868,-0.20823741,-0.128927216,0.046690691,0.144443527,0.318214566,-0.307769388
ADAM3A,0.519422412,0.332470834,0.499987155,0.786388099,1.164034724,0.521807671,1.06840992,0.736306965,0.608892798,0.936219811,0.316058576,-0.506296217,0.67695111,0.831710219,0.875054955,0.719235957,0.544984877,0.543019235,0.65293169,0.071696848,-0.767522871,0.843675137,0.365758628,0.652358174,0.72660023,0.271932513,-0.771977663,0.706549108,0.562610686,0.234143436,0.449630678,0.726770639,0.714712083,1.055074334,0.486340493
DGAT2,-0.427654654,-2.413991213,-2.086895943,-0.82463938,-0.883935034,-1.254735351,0.408844829,-0.384794801,-1.54276073,-2.077199936,1.765688539,-4.125002384,-0.568702877,-1.126199007,0.326606482,0.410467684,-0.931366622,-0.880441308,-1.708229065,-1.195925117,-1.52285254,-0.661620498,-1.506892443,-0.77823174,-1.655501246,-0.627150059,-1.447556019,-1.376981735,-0.411385834,0,-1.187675238,-1.186857104,0.030559512,0,-0.765159488
DGAT1,-0.579990268,-1.419530869,0.619122863,-1.833224416,-2.344127893,-2.4548769,-1.189529777,-1.223011613,-0.979905963,-1.371599436,0.569535315,-2.071146727,-0.568366468,0.085893996,-0.171085596,-0.964372158,-0.96112591,-1.095418811,-1.983853459,-2.170778275,-0.790130734,-0.603805304,-1.362293363,-1.211307645,-0.35420391,-0.666397929,-1.37123692,-0.581884444,-0.951038301,-1.704720736,-1.160803676,-0.62545985,-0.965196133,-1.640150785,-1.25536263
